time,gFx,gFy,gFz,TgF
10.922748,1.2486,0.3145,0.1224,1.29
10.939051,1.3204,0.3506,0.1234,1.37
10.962753,1.3766,0.3040,0.2257,1.43
10.979909,1.2799,0.2495,0.1852,1.32
11.005735,1.1420,0.1484,0.1519,1.16
11.022284,1.0737,0.1235,0.1432,1.09
11.038549,1.0199,0.1364,0.1356,1.04
11.062658,0.9381,0.1725,0.1099,0.96
11.085641,0.8653,0.1701,0.0640,0.88
11.105783,0.8089,0.1643,0.0366,0.83
11.123041,0.7600,0.1713,0.0386,0.78
11.139596,0.7429,0.1855,0.0484,0.77
11.162722,0.7658,0.2082,0.0643,0.80
11.188226,0.7302,0.1762,0.0664,0.75
11.204844,0.7488,0.1381,0.0660,0.76
11.223729,0.7548,0.1242,0.0970,0.77
11.238665,0.7641,0.1174,0.1270,0.78
11.278455,0.7209,0.1188,0.0806,0.74
11.288357,0.7292,0.1170,0.0454,0.74
11.304779,0.7446,0.1147,0.0235,0.75
11.321161,0.7879,0.1135,0.0181,0.80
11.359211,0.9051,0.0360,-0.0008,0.91
11.375583,0.9552,0.0431,-0.0304,0.96
11.388556,0.9845,0.0578,-0.0124,0.99
11.404434,1.0409,0.0851,0.0017,1.04
11.421187,1.0856,0.0792,0.0179,1.09
11.462061,1.3109,0.2031,0.3769,1.38
11.472497,1.4091,0.2749,0.4390,1.50
11.489455,1.4758,0.3778,0.4170,1.58
11.504296,1.2928,0.4168,0.3081,1.39
11.541366,1.2337,0.1381,0.2483,1.27
11.559586,1.3020,0.0429,0.1869,1.32
11.570640,1.2291,0.0243,0.1624,1.24
